settlement_id,settlement_date,bank_utr,payment_id,order_id,gross_amount,fee,gst_on_fee,refund_deduction,net_amount,payment_method,captured_date,settlement_status
set_x79wu0ywvCSMfgEe,2025-08-19,8775833364770413,pay_ggioGYjC2pYSUYmc,ord_cBKdgFcw3dTuWmdX,146813.05,2936.26,528.53,0.00,143348.26,upi,2025-08-17,settled
set_slmG6Lz28LHIQKCQ,2025-08-19,2319057720441007,pay_GlYU4ulBwPxCjreA,ord_zpJFfsGPO9ScGKCS,6828.69,136.57,24.58,0.00,6667.54,card,2025-08-16,settled
set_slmG6Lz28LHIQKCQ,2025-08-19,2319057720441007,pay_SUpH7bDitXjL9IY7,ord_7mBEHbec4CuQOviy,3391.73,67.83,12.21,0.00,3311.69,card,2025-08-13,settled
set_slmG6Lz28LHIQKCQ,2025-08-19,2319057720441007,pay_cK75EP3twVKxIHj5,ord_sCAJ1PKc3DX6fNmU,8216.56,164.33,29.58,0.00,8022.65,upi,2025-08-15,settled
set_slmG6Lz28LHIQKCQ,2025-08-19,2319057720441007,pay_BrcxfI0lM9huzL0n,ord_FQU3LNxOR0ih1yij,581.58,11.63,2.09,0.00,567.86,card,2025-08-15,settled
set_slmG6Lz28LHIQKCQ,2025-08-19,2319057720441007,pay_AWOx0dUPjvrH2tS4,ord_5jZJUXzeoqPy7neK,7314.33,146.29,26.33,0.00,7141.71,upi,2025-08-16,settled
set_slmG6Lz28LHIQKCQ,2025-08-19,2319057720441007,pay_vJhLjW6kdj5VvlG5,ord_rIpccFosbdRKzlKH,2233.30,44.67,8.04,0.00,2180.59,upi,2025-08-15,settled
set_q0QjJXw0nDdmGnIu,2025-08-19,8709872649632251,pay_FeBCZcDjEP5XU7Py,ord_gMY2F2BJcTuGKN3W,917.09,18.34,3.30,0.00,895.45,upi,2025-08-17,settled
set_q0QjJXw0nDdmGnIu,2025-08-19,8709872649632251,pay_vnkMbiHivZcp1ART,ord_A5bq7qC4n7a41UQG,283.13,5.66,1.02,0.00,276.45,card,2025-08-14,settled
set_q0QjJXw0nDdmGnIu,2025-08-19,8709872649632251,pay_6osksppOEvvCNQxu,ord_KYcVSyuehWal2UWc,8963.50,179.27,32.27,0.00,8751.96,card,2025-08-16,settled
set_q0QjJXw0nDdmGnIu,2025-08-19,8709872649632251,pay_sb483Q1HAh31kr8s,ord_XVnkfCtiSYHIiRal,1017.12,20.34,3.66,0.00,993.12,upi,2025-08-16,settled
set_q0QjJXw0nDdmGnIu,2025-08-19,8709872649632251,pay_NHFVBVRdcwk6ysSd,ord_VsPCmDk3NlH7FlXv,259.20,5.18,0.93,0.00,253.09,upi,2025-08-14,settled
set_q0QjJXw0nDdmGnIu,2025-08-19,8709872649632251,pay_zGD7jY2WpVVJjcKq,ord_h51ZC8ryk4GPpKli,6507.45,130.15,23.43,0.00,6353.87,upi,2025-08-14,settled
set_90xLAzrpKGhmCSgG,2025-08-19,6307028672020095,pay_NfQ9BMAf7X1tAast,ord_ahMYmcvLBr1jN7uc,46889.82,1406.69,253.20,0.00,45229.93,intl_card,2025-08-14,settled
set_90xLAzrpKGhmCSgG,2025-08-19,6307028672020095,pay_L1o1Eg5wdm123bXC,ord_E7tHCRQJ0Ac6C5lv,4533.59,136.01,24.48,0.00,4373.10,intl_card,2025-08-14,settled
set_90xLAzrpKGhmCSgG,2025-08-19,6307028672020095,pay_oj3ZXek2y5EwDbOW,ord_P8oSl0liEFVmf7uC,702.26,14.05,2.53,0.00,685.68,card,2025-08-14,settled
set_90xLAzrpKGhmCSgG,2025-08-19,6307028672020095,pay_IlKoCh34RKL6OwNk,ord_YKtYXQaOv4yqRuyZ,12271.07,245.42,44.18,0.00,11981.47,upi,2025-08-17,settled
set_90xLAzrpKGhmCSgG,2025-08-19,6307028672020095,pay_ORBYrB06j8rqAloL,ord_lDXMP4MABAyqD7Fz,723.19,14.46,2.60,0.00,706.13,upi,2025-08-14,settled
set_90xLAzrpKGhmCSgG,2025-08-19,6307028672020095,pay_b2UISIVdzCX6P2iR,ord_g9VIigneLlr8ABmH,466.63,9.33,1.68,0.00,455.62,card,2025-08-17,settled
set_wO3ZIjM7kAclBFPU,2025-08-19,9007397130722113,pay_d6PHjuxwPW74gAPb,ord_92WBxIcshOY0V6aZ,4055.91,81.12,14.60,0.00,3960.19,card,2025-08-15,settled
set_wO3ZIjM7kAclBFPU,2025-08-19,9007397130722113,pay_vSIUBi8ag7hBLOkI,ord_Puv0LlI1shQvRV96,1343.50,26.87,4.84,0.00,1311.79,upi,2025-08-17,settled
set_wO3ZIjM7kAclBFPU,2025-08-19,9007397130722113,pay_H34C3msUYZMkjIyj,ord_JJEkHGbJEvqjsaHn,4866.21,97.32,17.52,0.00,4751.37,upi,2025-08-14,settled
set_wO3ZIjM7kAclBFPU,2025-08-19,9007397130722113,pay_wJ2ezrPJTWZjH4jT,ord_RDPY9966NVYItgq2,30052.25,601.04,108.19,0.00,29343.02,upi,2025-08-14,settled
set_wO3ZIjM7kAclBFPU,2025-08-19,9007397130722113,pay_HAMLiAAUrLeUE6JJ,ord_Wp8kxsqBd7wwjskK,45548.62,910.97,163.97,0.00,44473.68,upi,2025-08-14,settled
set_wO3ZIjM7kAclBFPU,2025-08-19,9007397130722113,pay_ruF3WWQYgmorD3ZI,ord_oic1Iwo5E0d7lLrf,1926.14,38.52,6.93,0.00,1880.69,upi,2025-08-14,settled
set_hXCf2oeLBzT5vux9,2025-08-19,1928170744360234,pay_coBGKqjPKD1Yd4Vt,ord_3wB95aWKOeDlDs7a,246.92,4.94,0.89,0.00,241.09,upi,2025-08-17,settled
set_hXCf2oeLBzT5vux9,2025-08-19,1928170744360234,pay_5xMjX7IOiYrADFQb,ord_Taq726WsyB7l0p6q,4745.29,94.91,17.08,0.00,4633.30,upi,2025-08-16,settled
set_hXCf2oeLBzT5vux9,2025-08-19,1928170744360234,pay_kOYEtgfGnAWsje88,ord_LRjxhsPHgKc0Claq,14480.41,289.61,52.13,0.00,14138.67,upi,2025-08-17,settled
set_hXCf2oeLBzT5vux9,2025-08-19,1928170744360234,pay_pBIEIHiisHOJj0zj,ord_K0FzHbsT1R0otUp3,686.82,13.74,2.47,0.00,670.61,upi,2025-08-15,settled
set_hXCf2oeLBzT5vux9,2025-08-19,1928170744360234,pay_0ukfkGh644yE0xoF,ord_yKj6LRT2yqLIacnY,973.09,19.46,3.50,0.00,950.13,upi,2025-08-15,settled
set_hXCf2oeLBzT5vux9,2025-08-19,1928170744360234,pay_l84czcrGxTLidOZX,ord_fhtgp2mlJLqm3sCW,12781.24,255.62,46.01,0.00,12479.61,card,2025-08-15,settled
set_Sw3LIoAVNkuIt6tk,2025-08-19,4772690326551327,pay_VE5OESj8xdbvorcK,ord_h7Ba4XTXcCi1SreI,7844.38,156.89,28.24,0.00,7659.25,upi,2025-08-15,settled
set_Sw3LIoAVNkuIt6tk,2025-08-19,4772690326551327,pay_uSnM21mcel1WG4u0,ord_8Egf9iYdn8PBwVtm,361.27,7.23,1.30,0.00,352.74,upi,2025-08-16,settled
set_Sw3LIoAVNkuIt6tk,2025-08-19,4772690326551327,pay_NgpCJ4CxQhBSSkZD,ord_TlaqVC1V9R86EnWx,1307.54,26.15,4.71,0.00,1276.68,upi,2025-08-14,settled
set_Sw3LIoAVNkuIt6tk,2025-08-19,4772690326551327,pay_BDRlZVOZRKXwrIWk,ord_OeWR4rMMyY1jeioj,3722.72,74.45,13.40,0.00,3634.87,card,2025-08-14,settled
set_Sw3LIoAVNkuIt6tk,2025-08-19,4772690326551327,pay_5NwOkF75nDGUcGsu,ord_y5sLJ9c2eFYcOkDR,509.08,10.18,1.83,0.00,497.07,card,2025-08-13,settled
set_Sw3LIoAVNkuIt6tk,2025-08-19,4772690326551327,pay_LLTEe1a8AAEQ4xNU,ord_c7d0ND6RlTDLvR1H,875.94,17.52,3.15,0.00,855.27,card,2025-08-14,settled
set_ZolSi8pQVqkVXIGp,2025-08-19,5891268649864786,pay_gtbSJhPxvvmq4dd5,ord_ON34n2vZC1z6dZ0s,360.06,7.20,1.30,0.00,351.56,upi,2025-08-17,settled
set_ZolSi8pQVqkVXIGp,2025-08-19,5891268649864786,pay_8PkwKvKStOUCMlAC,ord_XenkZC5XjMbP4sfe,681.72,20.45,3.68,0.00,657.59,intl_card,2025-08-15,settled
set_ZolSi8pQVqkVXIGp,2025-08-19,5891268649864786,pay_8DScE0TJfPtUQ6sR,ord_uqZNWO9ApKcjk8cI,1828.59,36.57,6.58,0.00,1785.44,upi,2025-08-15,settled
set_ZolSi8pQVqkVXIGp,2025-08-19,5891268649864786,pay_nHmlsutbW16NM7qY,ord_5HpkGA0TySNqJRu0,773.41,15.47,2.78,0.00,755.16,upi,2025-08-17,settled
set_ZolSi8pQVqkVXIGp,2025-08-19,5891268649864786,pay_BTNwkL9VfiNcPxf3,ord_14XqphoVLhgtNABS,253.83,5.08,0.91,0.00,247.84,amex,2025-08-14,settled
set_ZolSi8pQVqkVXIGp,2025-08-19,5891268649864786,pay_P5OVnzMLOT0Jv5Bj,ord_Sb4dJH30gSCECGaF,2819.99,56.40,10.15,0.00,2753.44,upi,2025-08-14,settled
set_x4faNXDAgTQfOyiF,2025-08-19,9190749921640069,pay_XscDOC4YHyUyeF6U,ord_dM7To4Fjhs64K2K5,19697.00,393.94,70.91,0.00,19232.15,card,2025-08-17,settled
set_x4faNXDAgTQfOyiF,2025-08-19,9190749921640069,pay_1Dk7nrQJoqSVSEmX,ord_An4yGlzDyHkmDMUz,2754.64,55.09,9.92,0.00,2689.63,amex,2025-08-15,settled
set_x4faNXDAgTQfOyiF,2025-08-19,9190749921640069,pay_XFTfy6vEFP88VBsN,ord_pKLAKFeyhLmQ5ajV,3289.70,65.79,11.84,0.00,3212.07,card,2025-08-17,settled
set_x4faNXDAgTQfOyiF,2025-08-19,9190749921640069,pay_qlPvEsdUeuW63YxK,ord_5lt2pwFA1D0T3MJN,3246.66,97.40,17.53,0.00,3131.73,intl_card,2025-08-17,settled
set_x4faNXDAgTQfOyiF,2025-08-19,9190749921640069,pay_fo8ZBwHZ0EphW6aT,ord_SrejPXyYHikhqi7c,121885.20,2437.70,438.79,0.00,119008.71,card,2025-08-15,settled
set_x4faNXDAgTQfOyiF,2025-08-19,9190749921640069,pay_Awc6TRDlofWokcEL,ord_BCzVuB3VGVWVoPok,2289.69,45.79,8.24,0.00,2235.66,upi,2025-08-15,settled
set_tv5v6MltHMUOhfQ6,2025-08-19,0821398654622021,pay_N7B5CvCC4vZFDNJz,ord_x9wVO14tgZNnmHGW,3391.40,67.83,12.21,0.00,3311.36,amex,2025-08-15,settled
set_tv5v6MltHMUOhfQ6,2025-08-19,0821398654622021,pay_gihMR8YH6iH7dhVg,ord_APiT5m7DZIyvy6Pw,5107.69,102.15,18.39,0.00,4987.15,upi,2025-08-14,settled
set_tv5v6MltHMUOhfQ6,2025-08-19,0821398654622021,pay_q55CVCkUYivXKCdJ,ord_vPSnueB1iXKEdsoD,1917.75,38.36,6.90,0.00,1872.49,upi,2025-08-17,settled
set_tv5v6MltHMUOhfQ6,2025-08-19,0821398654622021,pay_ezs8Gp1bncVRcNsw,ord_eb0wwhA7ydj5WqYn,4540.86,90.82,16.35,0.00,4433.69,card,2025-08-14,settled
set_tv5v6MltHMUOhfQ6,2025-08-19,0821398654622021,pay_7Nvl7glmjGP8lMcE,ord_ZnmIm9lt6UPjdFWu,2836.77,56.74,10.21,0.00,2769.82,upi,2025-08-16,settled
set_tv5v6MltHMUOhfQ6,2025-08-19,0821398654622021,pay_YQCagsbEiv3FSaVl,ord_eVhpPczSUgp10eQg,181571.61,3631.43,653.66,0.00,177286.52,upi,2025-08-14,settled
set_9Mtqu1WU2vABiXxu,2025-08-19,6739190088991141,pay_WY9Puf4oM5BCVzVU,ord_rQzfnHBXkL1kVK3u,1529.26,30.59,5.51,0.00,1493.16,upi,2025-08-15,settled
set_9Mtqu1WU2vABiXxu,2025-08-19,6739190088991141,pay_xOddxBMXqdkJZXhp,ord_H6D5aseXaV4RbJmm,4125.74,82.51,14.85,0.00,4028.38,upi,2025-08-14,settled
set_Na3sPb5gFFlorUIj,2025-08-20,4203401535346607,pay_AGQD77RTo9S9fuCi,ord_312wNxrci4HIcgiT,1956.98,39.14,7.05,0.00,1910.79,card,2025-08-16,settled
set_Na3sPb5gFFlorUIj,2025-08-20,4203401535346607,pay_40jenOfIXYAxvPNp,ord_kO5UOL8LUpRlpLmw,717.98,14.36,2.58,0.00,701.04,card,2025-08-16,settled
set_Na3sPb5gFFlorUIj,2025-08-20,4203401535346607,pay_BjSTmmOBqsG9jnTQ,ord_SNwlTbpfx7toRpmF,724.85,14.50,2.61,0.00,707.74,upi,2025-08-16,settled
set_Na3sPb5gFFlorUIj,2025-08-20,4203401535346607,pay_uJmqWgxJUcUZAHCN,ord_Ilz3wogWCgOxwXkt,205.76,6.17,1.11,0.00,198.48,intl_card,2025-08-16,settled
set_Na3sPb5gFFlorUIj,2025-08-20,4203401535346607,pay_7CXd08GWogtzGgnv,ord_rgzRsIlrpVRn9SMN,3425.83,68.52,12.33,0.00,3344.98,upi,2025-08-16,settled
set_Na3sPb5gFFlorUIj,2025-08-20,4203401535346607,pay_f4UZarx0NHgSRnCi,ord_3SQ53xM5uqB5dAFO,136514.10,2730.28,491.45,0.00,133292.37,upi,2025-08-17,settled
set_T6lPkr1aJDDI2syr,2025-08-20,8182238794026208,pay_xZUdlzy1RSAJ8rJh,ord_ggvlObyhlJ2us26C,879.97,17.60,3.17,0.00,859.20,card,2025-08-17,settled
set_T6lPkr1aJDDI2syr,2025-08-20,8182238794026208,pay_zLE1OEWOEzGhrXXk,ord_a6Zb0BI2SteoVNau,512.51,10.25,1.84,0.00,500.42,card,2025-08-16,settled
set_T6lPkr1aJDDI2syr,2025-08-20,8182238794026208,pay_HQHvpZXBcwFfzHGj,ord_LNxV2rRA6Fsevqoe,354.07,7.08,1.27,0.00,345.72,upi,2025-08-16,settled
set_T6lPkr1aJDDI2syr,2025-08-20,8182238794026208,pay_xHT67pISeipNDCQR,ord_RwjvefjQh9huvbNa,36359.16,727.18,130.89,0.00,35501.09,card,2025-08-15,settled
set_T6lPkr1aJDDI2syr,2025-08-20,8182238794026208,pay_MEG69iGA85rOTH2p,ord_irwvCRRo9Vzl41de,4736.64,94.73,17.05,0.00,4624.86,upi,2025-08-16,settled
set_T6lPkr1aJDDI2syr,2025-08-20,8182238794026208,pay_TbfZjRC9XGofgEMQ,ord_shtTKR0Bvwwq1sFK,3688.71,73.77,13.28,0.00,3601.66,card,2025-08-15,settled
set_V3eq4cwW8ZJ5VcAF,2025-08-20,9182851816125590,pay_yvYTHvcpdQDsBN9b,ord_XJ8n2X8E5uaB6Po2,737.15,14.74,2.65,0.00,719.76,amex,2025-08-17,settled
set_V3eq4cwW8ZJ5VcAF,2025-08-20,9182851816125590,pay_Qmm8blOlrY8mFyZS,ord_I54Ti6HT2tv2ZZb5,876.91,17.54,3.16,0.00,856.21,card,2025-08-14,settled
set_V3eq4cwW8ZJ5VcAF,2025-08-20,9182851816125590,pay_AXNayV6riV5YFzF9,ord_yZGJ63PUL4rGydtH,622.22,12.44,2.24,0.00,607.54,upi,2025-08-15,settled
set_V3eq4cwW8ZJ5VcAF,2025-08-20,9182851816125590,pay_lnSwKOC5BRSgcSiw,ord_ss2g3k7kUczkoNbK,23040.82,460.82,82.95,0.00,22497.05,upi,2025-08-17,settled
set_V3eq4cwW8ZJ5VcAF,2025-08-20,9182851816125590,pay_nykfgc3PyBD3xAEe,ord_h6Su4VZofJNzMLx0,26122.51,522.45,94.04,0.00,25506.02,card,2025-08-17,settled
set_V3eq4cwW8ZJ5VcAF,2025-08-20,9182851816125590,pay_71oT4kyy5bG5EGra,ord_jLggWaaPBHAMp2MY,2702.25,54.05,9.73,0.00,2638.47,upi,2025-08-17,settled
set_R1Y2DlNQZDHPIFF2,2025-08-20,2329615120485076,pay_DCmKFRF8W0aROpgp,ord_rJ7AFJ5aDNECX9mg,8597.40,257.92,46.43,0.00,8293.05,intl_card,2025-08-15,settled
set_R1Y2DlNQZDHPIFF2,2025-08-20,2329615120485076,pay_t95XKjGwBNOPA6Dm,ord_bsp5v5MmtCjaUhoc,72519.21,1450.38,261.07,0.00,70807.76,upi,2025-08-14,settled
set_R1Y2DlNQZDHPIFF2,2025-08-20,2329615120485076,pay_xkXZVss7mocGc71v,ord_dYC5O55GaQjkKKSl,337.65,6.75,1.21,0.00,329.69,upi,2025-08-15,settled
set_R1Y2DlNQZDHPIFF2,2025-08-20,2329615120485076,pay_rJfsJ4xyz0XUozJd,ord_uvak26q9X7vFPFPz,30555.05,611.10,110.00,0.00,29833.95,card,2025-08-14,settled
set_R1Y2DlNQZDHPIFF2,2025-08-20,2329615120485076,pay_yipQE5Ojx3dlbCAW,ord_2A11wtfsYdR40VKP,676.61,13.53,2.44,0.00,660.64,upi,2025-08-14,settled
set_R1Y2DlNQZDHPIFF2,2025-08-20,2329615120485076,pay_ndOTlHsYVYyiL2uY,ord_GvZZRaKLIefGjNMu,6008.09,120.16,21.63,0.00,5866.30,upi,2025-08-16,settled
set_aU7vt8QXC2o38ZNn,2025-08-20,6019153057347243,pay_YyhkA6pmUe0OsPIr,ord_oAaUPdG5tKSPKatW,8375.30,167.51,30.15,0.00,8177.64,card,2025-08-16,settled
set_aU7vt8QXC2o38ZNn,2025-08-20,6019153057347243,pay_8s9Yu7WHzoUmK9Ap,ord_oEJtRQGxkvUvkRy2,2886.76,57.74,10.39,0.00,2818.63,upi,2025-08-14,settled
set_aU7vt8QXC2o38ZNn,2025-08-20,6019153057347243,pay_wxGvDyaZ0ciw8umF,ord_jHvWp4aYuVw0jg6y,4862.35,97.25,17.50,0.00,4747.60,upi,2025-08-14,settled
set_aU7vt8QXC2o38ZNn,2025-08-20,6019153057347243,pay_61ApiIvgS8zmvq3r,ord_etsQ5jCCdWj7Etg1,1043.13,20.86,3.75,0.00,1018.52,card,2025-08-16,settled
set_aU7vt8QXC2o38ZNn,2025-08-20,6019153057347243,pay_iZHpNDpge386P916,ord_ClrDtYON1DfRytTl,191237.96,3824.76,688.46,0.00,186724.74,upi,2025-08-14,settled
set_aU7vt8QXC2o38ZNn,2025-08-20,6019153057347243,pay_8sEI9vgIIZug9yHX,ord_ZVbJoHW8XgRp1JYL,19924.43,398.49,71.73,0.00,19454.21,upi,2025-08-14,settled
set_V7F9hKTGqzpLcAYZ,2025-08-20,6562241976878494,pay_nmszJZvqbOfTmkZc,ord_o1deXpENMJltHMej,48965.30,979.31,176.28,0.00,47809.71,upi,2025-08-14,settled
set_V7F9hKTGqzpLcAYZ,2025-08-20,6562241976878494,pay_QzJwpsto8I3J2xx4,ord_KIMMDVRhUrRQ19qF,1302.07,26.04,4.69,0.00,1271.34,upi,2025-08-16,settled
set_V7F9hKTGqzpLcAYZ,2025-08-20,6562241976878494,pay_K3OklmT16T4ZPSgv,ord_p2Y00OjfHpjwgeFl,3798.47,75.97,13.67,0.00,3708.83,upi,2025-08-16,settled
set_V7F9hKTGqzpLcAYZ,2025-08-20,6562241976878494,pay_P5nvtaH8HT8NaBrB,ord_XtGT2IvuI9IgAobs,680.80,13.62,2.45,0.00,664.73,upi,2025-08-14,settled
set_V7F9hKTGqzpLcAYZ,2025-08-20,6562241976878494,pay_id0TVpwDnY3wg5D5,ord_V7RP3BlavIYpTrSO,12325.56,246.51,44.37,0.00,12034.68,upi,2025-08-16,settled
set_V7F9hKTGqzpLcAYZ,2025-08-20,6562241976878494,pay_jqAt77dHLsYsNLfE,ord_7lJFp4TopHrFinUH,875.54,17.51,3.15,0.00,854.88,upi,2025-08-15,settled
set_dzpjnWC8GffdSJO1,2025-08-20,3404668212156495,pay_xKTok6dOc4jlWejv,ord_1yQwG21NycSxOBLU,3914.18,78.28,14.09,0.00,3821.81,upi,2025-08-17,settled
set_dzpjnWC8GffdSJO1,2025-08-20,3404668212156495,pay_E7yPbqEdNY5Asa7Y,ord_iG6qJCWiaCW58CWq,9117.13,182.34,32.82,0.00,8901.97,upi,2025-08-14,settled
set_dzpjnWC8GffdSJO1,2025-08-20,3404668212156495,pay_o1GJ6S0MBACYPufJ,ord_3Duap3b8pTv4rl7j,4185.01,83.70,15.07,0.00,4086.24,card,2025-08-15,settled
set_rJyF0FzwXSp2sh1h,2025-08-14,8764019185488064,pay_m9ifN41xCdsgFnOa,ord_rrcq5wmo5aho4zEK,0.00,0.00,0.00,-103.36,-103.36,upi,2025-08-08,settled
set_TaL6LlUNnobBedYh,2025-08-18,5593965213835071,pay_vSVLdAm0iIdzEqJm,ord_zj69pQCudo4LkneF,0.00,0.00,0.00,-9039.72,-9039.72,upi,2025-08-09,settled
set_hXCf2oeLBzT5vux9,2025-08-19,1928170744360234,pay_vMYEmtVFrBWFfmqv,ord_ohZLWumvMi5brH8l,0.00,0.00,0.00,-2558.65,-2558.65,upi,2025-08-07,settled
set_kyGXwhQTxKnx2UKz,2025-08-18,0262706648900824,pay_H2MCNAcHTJoOrLQI,ord_1jjrZHBUxmz5F0Pk,0.00,0.00,0.00,-317.16,-317.16,upi,2025-08-12,settled
set_ZolSi8pQVqkVXIGp,2025-08-19,5891268649864786,pay_R9UMHaj0i1GZYH0w,ord_KJvE6mcijq2n9U8T,0.00,0.00,0.00,-2537.93,-2537.93,amex,2025-08-11,settled
set_uHgGkLEuchopnEIg,2025-08-19,3971705984451436,pay_zdpAMAX4DBGYjAqR,ord_ix3byoTdJDG3VsfK,0.00,0.00,0.00,-778.99,-778.99,intl_card,2025-08-07,settled
set_dzpjnWC8GffdSJO1,2025-08-20,3404668212156495,pay_UBUoeSjZqfkSHAyo,ord_7lJFp4TopHrFinUH,0.00,0.00,0.00,-875.54,-875.54,upi,2025-08-15,settled
set_V7F9hKTGqzpLcAYZ,2025-08-20,6562241976878494,pay_ZjrGsMUKUJPKo85U,ord_fhtgp2mlJLqm3sCW,0.00,0.00,0.00,-12781.24,-12781.24,card,2025-08-15,settled
set_V3eq4cwW8ZJ5VcAF,2025-08-20,9182851816125590,pay_LcbSVQDrseZ6upkC,ord_g7yxIPn2iG00RvQ4,0.00,0.00,0.00,-6376.00,-6376.00,upi,2025-08-06,settled
set_N7qnLF1p0arQ1wdU,2025-08-12,4223322280194425,pay_F4wyTqzcriKCFbgB,ord_4dzvdm4BNJ6lawOH,0.00,0.00,0.00,-734.57,-734.57,card,2025-08-07,settled
set_RYqCIfOec1havXA4,2025-08-19,4281644161019753,pay_B4W33frkHhE30zIl,ord_8Egf9iYdn8PBwVtm,0.00,0.00,0.00,-361.27,-361.27,upi,2025-08-16,settled
set_qzwNVIaFVCY4icfY,2025-08-12,7182360107126158,pay_Wr7voW2CtVZTel0G,ord_LbkhBSUZI2U1G9Aj,4514.91,90.30,16.25,0.00,4408.36,card,2025-08-12,settled
